"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT03297970","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"114.3","nutrition",,"Externalizing behavior problems"
"NCT02434770","PHASE3","COMPLETED","UNKNOWN","0","BIOLOGICAL","OTHER","False","OTHER",,"10.5","poliomyelitis",,"Number of Participants Experiencing Any Systemic Reactogenicity, by Maximum Severity"
"NCT00160173","PHASE4","COMPLETED","UNKNOWN","0","DRUG","OTHER","True","INDUSTRY",,"9.1","postmenopausal symptoms",,
"NCT06063473","PHASE1","COMPLETED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"4.6","acne vulgaris",,"Demonstration in Therapeutic Equivalence & Safety of the Investigational Product"
"NCT02888873","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"24","dental caries",,"Observers evaluated the esthetic properties of the restorations using FDI (World Dental Federation) Criteria."
"NCT03586973","PHASE2","COMPLETED","UNKNOWN","0","DRUG","SURVIVAL","False","INDUSTRY",,"34.8","advanced hepatocellular carcinoma",,"24-Week Progression-Free Survival Rate (PFSR)"
"NCT06887569","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"4.1","depression/anxiety",,"Proportion of participants expressing interest in therapy"
"NCT05019469","NA","COMPLETED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"5.2","parkinson's disease",,"Step frequency"
"NCT01398969","PHASE2","COMPLETED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","OTHER",,"32","clostridium difficile infection",,"The evaluation of the safety of HBT"
"NCT04232969","PHASE3","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"54.3","parkinson's disease",,"Movement Disorder Society Unified Parkinson's Disease Rating Scale (MDS-UPDRS) Part 3"
"NCT03420469","NA","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"10.8","adverse effect of drug therapy metabolism medications (diagnosis)",,"Exposure"
"NCT06748469","NA","COMPLETED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"10.7","radicular pain",,"Numeric rating scale on pain severity (0 = no pain, 10 = unbearable pain))"
"NCT01864369","NA","COMPLETED","UNKNOWN","0","OTHER","QOL","False","OTHER",,"58","heart failure",,"Quality of Life: Kansas City Cardiomyopathy Questionnaire"
"NCT04638283","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"29.6","attention-deficit hyperactivity disorder, unspecified type",,"Behavior Rating Inventory of Executive Function for Adults (BRIEF-A)"
"NCT05023083","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"6","cabg",,"Translation of Functional Status Questionnaire(FSQ)"
"NCT02437383","PHASE2","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"32.2","temporomandibular disorders",,"Change in the Weekly Mean Pain Index After 9 Weeks of Treatment"
"NCT01929941","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"11","solid tumor","Business decision.","Adverse events that are defined as dose limiting toxicities occurring in the first 21 days of treatment in Group 1 and the first 28 days of treatment in Group 2."
"NCT00180141","PHASE4","COMPLETED","UNKNOWN","0","DRUG","OTHER","True","OTHER",,"26","atopic dermatitis",,
"NCT00681954","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"99","transfusion reactions",,"Lung compliance and dead space."
"NCT06834854","PHASE1","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"6.1","measure time to first rescue analgesia following extubation",,"Measure time to first rescue analgesia following extubation"
"NCT01034605","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"13","obesity",,"appetite profile ratings"
"NCT04057105","NA","COMPLETED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"51","upper extremity dysfunction",,"Change scores of Box and Block test (BBT)"
"NCT01529554","PHASE1","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"82.7","acute coronary syndromes",,"Myocardial infarct size measured by MRI"
"NCT06775054","NA","COMPLETED","UNKNOWN","0","DEVICE","OTHER","False","OTHER_GOV",,"12","depression - major depressive disorder",,"Assessing Cognitive Flexibility in TMS Treatment:WCST"
"NCT02785705","PHASE3","COMPLETED","UNKNOWN","0","BIOLOGICAL","OTHER","False","OTHER_GOV",,"4","poliomyelitis",,"Proportion of infants with seroconversion"
"NCT06023654","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"12.3","cancer",,"To measure preliminary concurrent validity of a novel screening tool to identify Circadian rest-Activity Rhythm Disorders in patients with advanced cancer against diagnostic criteria"
"NCT00943254","NA","COMPLETED","UNKNOWN","0","OTHER","BIOMARKER","False","OTHER",,"34","metabolic cardiovascular syndrome",,"Lifestyle Change: Readiness to Exercise, level of physical activity"
"NCT00003454","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","True","OTHER",,"81.3","stage iv breast cancer","slow accrual",
"NCT04106505","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"15.6","migraine disorders","Recruitment terminated prematurely due to SARS-CoV-2 pandemic","Headache frequency"
"NCT02744105","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"24","beta thalassemia major",,"liver stiffness measurement using transient elastography (Fibroscan)"
"NCT00894205","PHASE2","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"15","cognitive ability, general",,"Neuropsychological Function"
"NCT05474105","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"26.2","ischemic stroke",,"Feasibility of using an Oral Nutritional Supplement (ONS) in ischemic stroke patients at the Royal London Hospital"
"NCT01416194","NA","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"93.2","osteoporosis, postmenopausal",,"Cumulative Incidence of Venous Thromboembolism (VTE)"
"NCT01641094","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"31","chronic hepatitis c",,"Determine functionality of immune cells in the liver and blood in chronic HCV patients before, during and after treatment with telaprevir, pegylated-IFN-a and ribavirin"
"NCT06727994","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"4","genital hygiene",,"The Effect of Genital Hygiene Education on the Self-Care Agency and Genital Hygiene Behaviors of Incarcerated Women"
"NCT02388594","PHASE1","COMPLETED","UNKNOWN","0","DRUG","SAFETY","False","OTHER",,"47","human immunodeficiency virus (hiv)",,"Number of participants with adverse events"
"NCT01419366","PHASE1","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,,"healthy",,"Bioequivalence based on Composite of Pharmacokinetics"
"NCT02112266","NA","COMPLETED","UNKNOWN","0","OTHER","QOL","False","OTHER",,"23","depression",,"Change of Quality of life"
"NCT05721066","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"7.1","covid-19",,"ClotPro EXTEST"
"NCT04137666","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"4","malnutrition (diagnosis)",,"Nutritional Status"
"NCT06490666","NA","COMPLETED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"2.7","spinal anesthesia hypotension",,"change in pulsatility index to predict post spinal anesthesia induced hypotension"
"NCT03108066","PHASE2","COMPLETED","UNKNOWN","0","DRUG","RESPONSE_RATE","False","INDUSTRY",,"77.1","vhl gene mutation",,"Overall Response Rate (ORR) in VHL Disease-Associated ccRCC Tumors"
"NCT03160456","NA","COMPLETED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"58.5","obstructive sleep apnea",,"Apnoea Hypopnoea Index"
"NCT01827956","NA","COMPLETED","UNKNOWN","0","DRUG","BIOMARKER","False","OTHER",,"52","upper gingival squamous cell carcinoma",,"Polymorphism of FCGR2 Gene"
"NCT03780556","NA","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"27.9","renal colic",,"Change in pain feeling"
"NCT02002156","PHASE4","COMPLETED","UNKNOWN","0","BIOLOGICAL","OTHER","False","OTHER",,"48.2","bcg infection",,"MenC-specific IgG in blood"
"NCT01816256","NA","COMPLETED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"70.3","myeloproliferative neoplasms (mpn)",,"Incidence of asymptomatic portal vein thrombosis (PVT) and/or portal hypertension (PHTN) in patients with Philadelphia negative myeloproliferative neoplasms (MPNs)"
"NCT04928456","NA","COMPLETED","UNKNOWN","0","OTHER","BIOMARKER","False","OTHER",,"17.8","covid19",,"IgM antibody titer levels Percentage Change."
"NCT03205956","PHASE1","COMPLETED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"24","parkinson's disease",,"Ke measured by phMRI"
"NCT05103722","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"25.4","renal cell carcinoma metastatic","Study terminated due to lack of funding","Number of participants who adhere to the exercise intervention"
"NCT02620722","NA","COMPLETED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"63","tourniquet safety and effectiveness",,"Limb Occlusion Pressure Measurement (mmHg) using the new technique and the gold-standard technique"
"NCT03487822","NA","COMPLETED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"23.6","pain, chronic",,"Change in Current Pain Intensity on an 11 point scale"
"NCT01080222","PHASE2","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"39","chronic hepatitis c virus infection","Study discontinued","Safety and Tolerability"
"NCT06731322","NA","COMPLETED","UNKNOWN","0","OTHER","BIOMARKER","False","OTHER",,"12","fontan circulation",,"Serum biomarkers of intestinal barrier dysfunction"
