"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT02055170","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"45.8","non-small cell lung cancer","Unable to improve on poor accrual to study.","Change in proliferation"
"NCT01690910","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER",,"5.9","mobility limitations","Patient enrollment to low to support an analysis","Total Number of Times the Critically Ill Ventilator Dependent Patient is Mobilized."
"NCT02280460","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"116.9","extracorporeal membrane oxygenation complication","Study was not able to achieve primary objective and there is no intention to work towards its achievement","All cause mortality"
"NCT03437460","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"3.1","pain, chronic","Implementation issues","Change in pain levels - visual analog scale"
"NCT03115320","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"35","infertility","High cancellation rate in LH test group in interim analysis","Live birth rate"
"NCT05071820","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"8.9","prediabetes","The investigators decided to halt the study early because the company delivering the microlearning platform was incorporated into another company.","Percent weight lost at 12 months from baseline weight"
"NCT01242020","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"3.9","obesity","Unable to reliably reproduce, visualize, or quantify microvascular flow in the subcutaneous tissue, the skeletal muscle or peri-adventitia","Variability of Repeated Measures for Each Subject"
"NCT00638820","PHASE2","TERMINATED","SAFETY","0.8","PROCEDURE","OTHER","False","OTHER",,"8","osteopetrosis","Excess toxicity","Number of Patients Achieving Donor Cell Engraftment"
"NCT00000824","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","True","NIH",,,"hiv infections",,
"NCT01548924","PHASE1","TERMINATED","SAFETY","0.8","DRUG","SAFETY","False","OTHER",,"16","solid tumors","Drug toxicity","Maximum tolerated dose (MTD)"
"NCT00435123","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","INDUSTRY",,"6","malnutrition","Increased use of commercial product; less eligible patients \& poor enrollment.","Increase in visceral protein stores as measured by serum albumin"
"NCT01758588","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"53","myelofibrosis","This study was suspended due to insufficient subject accrual.","Clinical Improvement"
"NCT04618770","NA","TERMINATED","BUSINESS","0.6","DEVICE","OTHER","False","INDUSTRY",,"23.6","arthroplasty","Sponsor decision due to lack of enrolment","Mean SF-36 Physical Component Score"
"NCT01874470","PHASE3","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"12","renal denervation",,"Change in office-based systolic blood pressure (SBP) from baseline to 6 months"
"NCT00695370","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"24","solid malignancies","Recruiting or enrolling participants has halted and will not resume","percentage of children achieving at least 5x10e6 CD34 cells with a standard apheresis (less than 2 blood volume processed)"
"NCT00234208","PHASE3","TERMINATED","ENROLLMENT","0.8","PROCEDURE","OTHER","False","OTHER",,"15","complicated parapneumonic effusion","insufficient enrollment","Medical cure without secondary Intervention"
"NCT04547140","PHASE2","TERMINATED","UNKNOWN","0","BIOLOGICAL","OTHER","False","INDUSTRY",,"12","covid-19","Study Stopped for Futility","Percentage of Participants Dying or Requiring Intensive Care Unit (ICU) Admission"
"NCT05386550","PHASE3","TERMINATED","BUSINESS","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"22.7","head and neck cancer","The study was terminated by sponsor as the development program was discontinued due to outcome of phase III Trilynx study.","Disease-Free Survival (DFS)"
"NCT01721174","NA","TERMINATED","ENROLLMENT","0.6","PROCEDURE","OTHER","False","OTHER",,"61","pancreatic cancer","Poor recruitment","Stent patency rate"
"NCT03500874","PHASE3","TERMINATED","UNKNOWN","0","DRUG","SURVIVAL","False","OTHER",,"39.1","colorectal cancer","The study was terminated prematurely due to FUDR production halt in China","3 Year Relapse Free Survival Rate"
"NCT03523897","NA","TERMINATED","ENROLLMENT","0.6","PROCEDURE","QOL","False","OTHER",,"50.8","primary osteoarthritis of knee nos","Insufficient research coordinating support to continue recruitment and data collection","Patient Reported Forgotten Joint Score (FJS)"
"NCT03050060","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","RESPONSE_RATE","False","OTHER",,"37.1","metastatic kidney carcinoma","Terminated due to slow accrual","Response Rate"
"NCT01633060","PHASE3","TERMINATED","UNKNOWN","0","DRUG","SURVIVAL","False","INDUSTRY",,"59.6","metastatic breast cancer","Novartis decided not to pursue further development of buparlisib program (assessment of moderate PFS benefit with know, but manageable, buparlisib profile).","Progression Free Survival (PFS) Based on Local Investigator Assessment - Full Analysis Set (FAS)"
"NCT02007720","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"39.2","acute heart failure","Study was terminated based on results from pivotal adult AHF study CRLX030A2301","Percentage of Patients With a Clinical Composite Endpoint of Treatment Success, Treatment Failure, or no Change."
"NCT03352882","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"32","portal hypertension","Lack of enrollment","Decrease in Liver Stiffness"
"NCT00004682","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","True","OTHER",,"48","myasthenia gravis",,
"NCT03208023","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"13.8","inotropy","Futility","B-typer Natriuretic Peptide (BNP)"
"NCT06388759","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"36.4","myelofibrosis","This study was closed due to business reasons. Closure was not prompted by any safety or efficacy concerns.","Spleen volume reduction (SVR35)â¥35% from baseline"
"NCT03232580","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"13.8","spondyloarthritis","Sponsor Decision based on strategic considerations.","99mTc-rhAnnexin V-128 Uptake"
"NCT01769196","PHASE2","TERMINATED","EFFICACY","0.8","DRUG","SURVIVAL","False","INDUSTRY",,"36.7","idiopathic pulmonary fibrosis","The Study was terminated due to lack of efficacy.","Progression Free Survival"
"NCT00803179","PHASE1","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"39.9","cystic fibrosis","Poor enrollment, patients were lost to follow up","Measure Change in Weight in Adults With Cystic Fibrosis (CF) Related Wasting Following Growth Hormone (GH) Therapy"
"NCT01919996","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"23","pharyngitis","See Termination Statement in the Detailed Description below","Occurrence of a Clinically Significant Worsening Based on Five Ophthalmic Examinations"
"NCT02921646","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"24","metastatic pancreatic cancer","Protocol is not adapted to cancer pancreas disease as progression is very fast and patients stopped the study before 1st study assessment","Resting energetic expenditure measurement by indirect calorimetry"
"NCT05458427","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"86.6","breast cancer","Unethical to include many more patients when currently obtained results are sufficient.","Probability of malignancy (POM)"
"NCT03444727","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"46.4","vulvar diseases","Not enough enrollment","Post-injection Pain Score"
"NCT01569035","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"29.9","oligohydramnios",,"The primary outcome was improvement of the amniotic fluid and improving the biophysical profile"
"NCT03519308","NA","TERMINATED","ENROLLMENT","0.6","DRUG","SAFETY","False","OTHER",,"20.6","pancreatic cancer","The accrual goal could not be met and the drug manufacturer pulled support","Number of Adverse Events"
"NCT04591808","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"6.9","dyslipidemias","for strategic reasons","Systolic blood pressure (SBP)"
"NCT01162889","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"19","healthy","See termination reason in detailed description.","Treatment-emergent AEs and SAEs, AEs leading to withdrawal, immunogenicity, injection and infusion reactions, and clinically significant changes in laboratory tests, vital signs and ECGs if reported."
"NCT06659289","NA","TERMINATED","REGULATORY","0.6","DEVICE","OTHER","False","INDUSTRY",,"5.8","cardiac disease","Terminated due to futility. Post-enrollment analysis of baseline disease severity indicated that the enrolled population would not allow for a meaningful assessment of the treatment effect on the primary endpoint.","Effect of the hemoperfusion with Efferon LPS device during cardiopulmonary bypass on measures of organ dysfunction"
"NCT04855968","NA","TERMINATED","REGULATORY","0.6","OTHER","OTHER","False","OTHER",,"12","rotator cuff tears","Poor patient compliance","visual analog scale"
"NCT04280068","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"3.9","alcohol dependence","Due to COVID-19 recruitment and enrollment of participants was halted","Change in Alcohol Consumption"
"NCT03628391","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"35","delirium","The study was stopped because of futility of being able to reach a one-day difference between treatment groups in the primary outcome of DCFD in the intended sample size.","delirium- and coma-free days"
"NCT00219713","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"57","pain",,"Reduce pain during bone marrow biopsy with aspiration."
"NCT03426423","NA","TERMINATED","EXTERNAL","0.8","OTHER","OTHER","False","OTHER",,"36.3","smoking cessation","Recruitment rate too low (COVID-19 pandemic), end of funding","Continuous smoking abstinence"
"NCT01370096","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"55","pulmonary hypertension","Difficulty with patient recruitment","PVR/SVR indexed ratio"
"NCT04159896","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","RESPONSE_RATE","False","OTHER",,"27.6","castration levels of testosterone","The study was closed to accrual on 3/1/21 due to safety concerns since 2 patients experienced CVA events.","Prostate Specific Antigen (PSA) >= 50% Response Rate (PSA50)"
"NCT02541162","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"40.1","cancer","The study was suspended because the oncology service decided to adopt the procedure in routine","Change from baseline in Quality Life (QLQ C30) due to a specific information about the sexuality on the sexual satisfaction of the couples, assessed"
"NCT05451862","NA","TERMINATED","BUSINESS","0.6","DEVICE","RESPONSE_RATE","False","INDUSTRY",,"21.2","hepatocellular carcinoma","The HOMIE-166 clinical investigation was prematurely terminated due to sponsor's decision to permanently stop production of QuiremSpheresâ¢ and QuiremScoutsâ¢.","confirmed Objective Response Rate (ORR) by localized mRECIST"
"NCT00095862","PHASE1","TERMINATED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","INDUSTRY",,,"breast cancer",,"Safety, tolerability, and feasibility"
"NCT00234962","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"54","hiv infection",,"Antiviral efficacy by HIV RNA"
"NCT03492788","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"9.2","heart failure, systolic","Study lost access to ECGI","LV reverse remodeling"
"NCT05088876","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"18.2","pain","Recruitment difficulties","VAS score (average pain intensity)"
"NCT03956589","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"18","cystic fibrosis","Patient inclusion has stopped after interim analysis.","Change in specific image-based airway resistance (siRaw)"
"NCT00464191","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"35","bipolar disorder","The study has been terminated because too few patients have been recruited","Phase 1:"
"NCT04230291","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"1.5","hidradenitis suppurativa","Principal investigator is not longer at this institution","Visits to high-cost care settings"
"NCT00144118","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER_GOV",,"43","kidney failure",,"Change in creatinine in first three postoperative days"
"NCT00159146","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"61","major depression","lack of participants fulfilling inclusion criteria","Hamilton Depression Rating Scale scores"
"NCT06067425","PHASE2","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"16.1","osteochondrodysplasia","Sponsor decision. Not related to safety concern.","Number of participants with adverse events (AE), serious adverse events (SAE), and adverse events of special interest (AESI) during the treatment-emergent period"
"NCT05564325","NA","TERMINATED","SAFETY","0.6","DEVICE","OTHER","False","INDUSTRY",,"34.7","unruptured cerebral aneurysm","The study was prematurely terminated after the successful completion of the pilot phase and the EU CE marking was obtained, rendering the continuation no longer necessary. The study was not terminated for reasons related to participants' safety.","Performance"
"NCT03313076","PHASE2","TERMINATED","EXTERNAL","0.8","DRUG","SAFETY","False","OTHER",,"24.4","chronic pain following thermal burn injury","COVID-19 global pandemic, and study funding period ended 7/31/2020.","Qualitative Review of Treatment-Related Adverse Events"
"NCT04934917","NA","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","OTHER",,"22.1","degenerative disc disease","Covid related problems","Functional magnetic resonance imaging (rsfMRI)"
"NCT00394550","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"214.9","sleep apnea, obstructive","insufficient institutional support","as measured by overnight polysomnogram:"
"NCT03345550","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","BIOMARKER","False","OTHER",,"46.5","mild traumatic brain injury","Slow accrual of patients, lack of financial resources","Biomarker Endpoints (NFL)"
"NCT06592768","PHASE1","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"8.5","allergic asthma","Sponsor Decision - terminated due to changes in company priorities and not related to safety concerns.","To evaluate the safety and tolerability of briquilimab in mild-to-moderate asthmatic participants"
"NCT02078050","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"17.9","neuromuscular diseases",,"Magnetic stimulation pressure measure (Pstim), according to 3 conditions : Pstime, Pstim-5 and Pstim-1 (measured in cmH20). The condition which is most correlated with maximal inspiratory pressure (Pimax or Psnip) is selected."
"NCT01277289","PHASE3","TERMINATED","UNKNOWN","0","DRUG","RESPONSE_RATE","False","INDUSTRY",,"35.9","crohn's disease","due to the difficulty to enroll suitable patients","Percentage of Patients Maintaining Steroids-free Clinical Remission (CDAI<150) Without Surgery for 12 Months"
"NCT01465074","NA","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","OTHER",,"17","schizophrenia","Limited staff and operating resources","Change in prefrontocortical neuroplasticity"
"NCT05267574","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"23.9","primary mitochondrial myopathy","Parent study failed to show therapeutic effect","Number of Participants With Mild, Moderate, Severe TEAEs, TEAEs Leading to Study Discontinuation, All TEAEs and All TESAEs"
"NCT03326518","PHASE2","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"14.6","subjects referred to ct-examination of the abdomen","Primary objective reached","Relative Mean Difference in Contrast Density"
"NCT00875797","PHASE4","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"53","critically ill","Termination due to interim analysis results, inclusion problems in small ICUs.","Intestinal Permeability - Lactulose-mannitol(L/M)Test"
"NCT01129960","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"17","painful diabetic neuropathy",,"Change From Baseline to Endpoint in Mean Pain"
"NCT03677960","PHASE1","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"6.4","hsil, high-grade squamous intraepithelial lesions","Pre-Clinical Toxicology Findings","Maximum Tolerated Dose (MTD) of ABI-1968 for the treatment of aHSIL"
"NCT02497560","PHASE2","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,,"menopause","Role of calcium in menopause is not clear. Product maybe reformulated and the study relaunched.","Hot flashes episodes"
"NCT03332524","PHASE2","TERMINATED","EFFICACY","0.8","DRUG","OTHER","False","INDUSTRY",,"20.3","sunburn","Sponsor decided to stop for lack of efficacy","Self reported pain score on Pain Numeric Scale (NRS) at each visit"
"NCT01261624","PHASE2","TERMINATED","UNKNOWN","0","DRUG","BIOMARKER","False","INDUSTRY",,"29","polyarticular course juvenile idiopathic arthritis","The primary reason for the decision to discontinue the study is lack of enrolment; this decision is not related to any tolerability concerns with Givinostat","ACR Pediatric Response Level (ACRPRL) 30 After 12 Weeks of Treatment"
"NCT00276159","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"34","acute lymphoblastic leukemia","Drug was not available.","Number of Patients With 852A Response Using Modified Response Evaluation Criteria in Solid Tumors"
"NCT04789096","PHASE2","TERMINATED","REGULATORY","0.6","DRUG","RESPONSE_RATE","False","OTHER",,"26.9","breast cancer","Stopped on the recommendation of the BCT Independent Data and Monitoring Committee","Objective Response Rate (ORR) in the PD-L1 positive cohort"
"NCT00313196","PHASE3","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","INDUSTRY",,"16","pulmonary hypertension","Slow enrollment","Change from Baseline to End of Study in 6MWT distance. A mean difference from placebo of at least 35 m is considered clinically relevant."
"NCT02080962","PHASE2","TERMINATED","ENROLLMENT","0.6","OTHER","RESPONSE_RATE","False","OTHER",,"37","non-melanoma skin cancer","Low rate of recruitment.","Rate of complete remission with hypofractionated RT schemes for NMSC."
"NCT00959946","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"17.9","advanced breast cancer (parts 1 and 2)",,"Maximum Tolerated Dose (MTD) - Part 1"
"NCT00953160","NA","TERMINATED","REGULATORY","0.6","DEVICE","OTHER","False","INDUSTRY",,"15","cellulite","The preliminary data from this pilot study did not indicate efficacy.","Change in Circumference (cm)"
"NCT02788760","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"22","collar treatment of stable subaxial spine fractures","Only 32 patients included in 21 months","Fracture healing"
"NCT01911182","PHASE2","TERMINATED","ENROLLMENT","0.8","OTHER","BIOMARKER","False","OTHER",,"33","apnea of prematurity","Low recruitment rate","Effect of inhalation of low concentration of CO2 (1%) on the apnea rate (number of apneas of â¥5 seconds/hour) in preterm infants already on caffeine for the treatment of apnea of prematurity."
"NCT02633124","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"52","bacteremia",,"Measure of incidence density (ID) of catheter-related bacteremia (CRB)"
"NCT05641324","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","SAFETY","False","INDUSTRY",,"5","multiple myeloma","The study was ended due to a lack of recruitment","Incidence and severity of Adverse Events (AEs) and Serious Adverse Events (SAEs) with ANV419 monotherapy"
"NCT03878524","PHASE1","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"8.3","accelerated phase chronic myelogenous leukemia, bcr-abl1 positive","Low accrual","Feasibility of implementing an individualized treatment strategy (number of participants to receive first dose)"
"NCT00372996","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"87.9","breast neoplasms","This study was closed to enrollment as of 13 May 2011 due to business reasons. Premature closure was not prompted by any safety or efficacy concerns.","Progression-Free Survival (PFS)"
"NCT03490396","PHASE4","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","INDUSTRY",,"18","oral mucositis","low recruitment","Incidence/occurrence of any grade Oral Mucositis"
"NCT05340296","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"15.2","suicide, attempted","No funds remained for additional recruitment","Number of youth who complete the intervention"
"NCT01147796","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"27","thrombus","defect of inclusion","diagnosis LAA thrombus"
"NCT04794088","PHASE2","TERMINATED","REGULATORY","0.6","DRUG","OTHER","False","OTHER",,"12.8","ards","Due to the decline of COVID-19 patients on Dutch ICUs. A sample size reestimation based on blinded study data of 66 patients was furthermore favorable, indicating sufficient power to detect a difference in primary endpoint between groups.","Change in extravascular lung water index"
"NCT03641703","PHASE1","TERMINATED","BUSINESS","0.6","BIOLOGICAL","SAFETY","False","INDUSTRY",,"58.4","hemophilia b","Freeline has decided to pause development of FLT180a for business priorities","Primary Safety Measurement"
"NCT00860327","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"102","hypoplastic left heart syndrome",,"Calcium handling assay"
"NCT02649270","PHASE1","TERMINATED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","OTHER",,"36","psoriasis","company strategy","Adverse events"
"NCT01954173","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"98","bladder cancer","Slow accrual","Gastrointestinal (GI) late effects, assessed using Radiation Therapy Oncology Group (RTOG) Late Effects in Normal Tissues (LENT)/Subjective, Objective, Management and Analytic (SOMA) scales"
"NCT02474173","PHASE1","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","NIH",,"81.3","advanced breast carcinoma","Drug supply issues","Recommended phase 2 dose (R2PD)"
"NCT04176497","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","OTHER",,"51.3","prostate cancer","Funding unavailable","Early Genitourinary and Gastrointestinal Toxicity"
"NCT03972813","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"3.1","vaccine refusal","Due to COVID-19, we were unable to continue data collection in China.","To Determine How the Framing of the HPV Vaccination Across Several Dimensions Affects Short-term Willingness to Receive it"
"NCT04936113","PHASE2","TERMINATED","EFFICACY","0.6","BIOLOGICAL","SAFETY","False","INDUSTRY",,"3.9","atopic dermatitis","Failure of the Phase 2 study (protocol FB401-01) to meet its endpoint.","Number of adverse events"
"NCT00265382","PHASE3","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"36","schizophrenia","Please see Detailed Description for termination reason.","Number of Subjects With Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs)"
"NCT00376259","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,,"hepatitis b","The study was not completed as planned and was terminated early with agreement from the European Medicines Agency (EMEA)","The Proportion of Participants Who Experienced Virologic Breakthrough"
"NCT01737359","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"3","human immunodeficiency virus infection",,"HIV-1 viral load"
"NCT04493359","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"14.1","covid19","Dificulteis in enrolling patients","Need for ICU or mortality"
"NCT00219479","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"124","seizures","Difficulty recruiting subjects","Dilantin levels"
"NCT00209079","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","OTHER",,"30.9","gastric adenocarcinoma","Terminated 4/17/07. Drug sponsor withdrew.","Determine if combination of Gleevec and Taxotere is effective treatment for incurable stomach cancer."
"NCT00075179","PHASE4","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"26.9","pulmonary hypertension","Low accrual.","Number Patients with 20% reduction in mean pulmonary arterial (PA) pressure to measure pulmonary hypertension (PHTN)"
"NCT05292196","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"18.5","chronic obstructive pulmonary disease (copd)","Per sponsor request. Closure was not prompted by any safety or efficacy concerns.","The peak of Forced Expiratory Volume(FEV1)"
"NCT01716546","PHASE1","TERMINATED","EFFICACY","0.6","DRUG","RESPONSE_RATE","False","OTHER",,"42","gastric cancer","Not reached the primary endpoint target according to the statistical design","Objective response rate"
"NCT03515603","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"55.7","pituitary adenoma","Inadequate recruiting","endocrine function"
"NCT04790786","PHASE4","TERMINATED","UNKNOWN","0","BIOLOGICAL","OTHER","False","OTHER",,"15.2","covid19","Emergency Use Authorizations for monoclonal antibodies withdrawn","Hospital-free Days"
"NCT00650754","PHASE2","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"72","primary ovarian insufficiency","Failure to recruit designed nuimebrt of subjects","Live Birth"
